"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Total Population","Total Population","Population Density (Per Sq. Mile)","Area (Land)","Total Population:","Total Population: Male","Total Population: Female","Total Population:","Total Population: Under 5 Years","Total Population: 5 to 9 Years","Total Population: 10 to 14 Years","Total Population: 15 to 17 Years","Total Population: 18 to 24 Years","Total Population: 25 to 34 Years","Total Population: 35 to 44 Years","Total Population: 45 to 54 Years","Total Population: 55 to 64 Years","Total Population: 65 to 74 Years","Total Population: 75 to 84 Years","Total Population: 85 Years and Over","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","Households:","Households: Family Households","Households: Family Households: Married-Couple Family","Households: Family Households: Other Family","Households: Family Households: Other Family: Male Householder, No Wife Present","Households: Family Households: Other Family: Female Householder, No Husband Present","Households: Nonfamily Households","Households: Nonfamily Households: Male Householder","Households: Nonfamily Households: Female Householder","Median Household Income (In 2017 Inflation Adjusted Dollars)","Housing Units","Occupied Housing Units:","Occupied Housing Units: Owner Occupied","Occupied Housing Units: Renter Occupied","Population for Whom Poverty Status Is Determined:","Population for Whom Poverty Status Is Determined: Under 1.00 (Doing Poorly)","Population for Whom Poverty Status Is Determined: 1.00 to 1.99 (Struggling)","Population for Whom Poverty Status Is Determined: Under 2.00 (Poor or Struggling)","Population for Whom Poverty Status Is Determined: 2.00 and Over (Doing Ok)"
"42101008801","Census Tract 88.01, Philadelphia County, Pennsylvania","Census Tract 88.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008587",,,,,"42","101",,,,"008801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008801",,,"184674","0",2320,2320,32537.19,0.0713030330642459,2320,1011,1309,2320,0,0,0,6,2161,105,10,14,24,0,0,0,2320,1503,225,15,470,27,42,38,173,28,23,5,0,5,145,85,60,18125,209,173,0,173,450,288,51,339,111
"42101008802","Census Tract 88.02, Philadelphia County, Pennsylvania","Census Tract 88.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008588",,,,,"42","101",,,,"008802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008802",,,"390951","0",6452,6452,42743.47,0.150947031414817,6452,3088,3364,6452,24,66,95,56,4863,887,165,107,135,9,26,19,6452,3554,1121,0,1469,0,102,206,1312,170,120,50,0,50,1142,691,451,21250,1549,1312,100,1212,3686,2367,400,2767,919
"42101009000","Census Tract 90, Philadelphia County, Pennsylvania","Census Tract 90, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008589",,,,,"42","101",,,,"009000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009000",,,"436319","0",6072,6072,36043.37,0.168463714889799,6072,3229,2843,6072,27,36,59,108,5076,409,105,113,85,32,0,22,6072,4013,404,11,1208,0,83,353,954,151,110,41,19,22,803,433,370,20217,1097,954,111,843,2656,1619,352,1971,685
"42101009100","Census Tract 91, Philadelphia County, Pennsylvania","Census Tract 91, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008590",,,,,"42","101",,,,"009100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009100",,,"425573","0",2977,2977,18117.68,0.164314660917348,2977,1613,1364,2977,41,58,92,57,710,730,285,243,142,315,203,101,2977,846,1379,35,598,0,26,93,1531,333,178,155,11,144,1198,580,618,18843,1728,1531,220,1311,2977,1512,287,1799,1178
"42101009200","Census Tract 92, Philadelphia County, Pennsylvania","Census Tract 92, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008591",,,,,"42","101",,,,"009200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009200",,,"512009","0",3590,3590,18159.95,0.19768778851485,3590,1918,1672,3590,207,279,216,181,655,727,381,284,398,149,82,31,3590,639,2480,7,359,23,15,67,1289,636,179,457,175,282,653,300,353,20893,1587,1289,329,960,3590,1560,855,2415,1175
"42101009300","Census Tract 93, Philadelphia County, Pennsylvania","Census Tract 93, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008592",,,,,"42","101",,,,"009300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009300",,,"402475","0",4257,4257,27394.44,0.155396472879411,4257,1847,2410,4257,69,290,253,287,470,524,493,763,691,328,54,35,4257,37,4168,0,0,0,0,52,1665,815,210,605,196,409,850,297,553,26279,2356,1665,904,761,4257,1219,1003,2222,2035
"42101009400","Census Tract 94, Philadelphia County, Pennsylvania","Census Tract 94, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008593",,,,,"42","101",,,,"009400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009400",,,"366717","0",4157,4157,29359.37,0.141590231306091,4157,1497,2660,4157,428,293,170,163,507,490,366,637,463,283,211,146,4157,51,3888,0,0,0,110,108,1904,926,190,736,88,648,978,328,650,17149,2136,1904,693,1211,4157,1821,1087,2908,1249
"42101009500","Census Tract 95, Philadelphia County, Pennsylvania","Census Tract 95, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008594",,,,,"42","101",,,,"009500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009500",,,"319070","0",3135,3135,25447.75,0.123193620974306,3135,1404,1731,3135,315,68,203,157,299,419,252,719,306,222,112,63,3135,182,2856,14,0,0,51,32,1277,639,93,546,85,461,638,241,397,21788,1673,1277,607,670,3135,1195,823,2018,1117
"42101009600","Census Tract 96, Philadelphia County, Pennsylvania","Census Tract 96, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008595",,,,,"42","101",,,,"009600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009600",,,"405273","0",4673,4673,29863.86,0.156476786765035,4673,2283,2390,4673,262,393,311,61,806,607,468,698,475,319,234,39,4673,66,4443,12,26,0,84,42,1677,944,161,783,155,628,733,368,365,26412,2115,1677,759,918,4673,1646,1480,3126,1547
"42101009801","Census Tract 98.01, Philadelphia County, Pennsylvania","Census Tract 98.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008596",,,,,"42","101",,,,"009801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009801",,,"297977","0",2391,2391,20782.35,0.115049567797225,2391,1089,1302,2391,137,168,185,77,236,304,323,383,337,147,46,48,2391,285,1933,0,88,0,14,71,921,565,259,306,44,262,356,117,239,45994,1030,921,571,350,2385,468,448,916,1469
"42101009802","Census Tract 98.02, Philadelphia County, Pennsylvania","Census Tract 98.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008597",,,,,"42","101",,,,"009802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009802",,,"611026","0",6427,6427,27242.46,0.235918467575912,6427,3222,3205,6427,421,534,656,293,693,844,673,1216,652,331,92,22,6427,672,5574,0,58,0,0,123,2164,1448,694,754,119,635,716,252,464,66563,2367,2164,1624,540,6383,1294,760,2054,4329
"42101010000","Census Tract 100, Philadelphia County, Pennsylvania","Census Tract 100, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008598",,,,,"42","101",,,,"010000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010000",,,"497695","0",4744,4744,24687.62,0.192161121982032,4744,1873,2871,4744,277,464,438,207,312,802,560,713,499,274,136,62,4744,371,4170,0,88,0,56,59,1579,1003,427,576,22,554,576,290,286,39398,1908,1579,857,722,4744,1407,953,2360,2384
"42101010100","Census Tract 101, Philadelphia County, Pennsylvania","Census Tract 101, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008599",,,,,"42","101",,,,"010100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010100",,,"601437","0",7731,7731,33292.26,0.232216133819925,7731,3341,4390,7731,499,363,686,234,692,2040,805,804,827,287,442,52,7731,629,6831,105,0,0,0,166,2420,1493,395,1098,153,945,927,365,562,41875,2763,2420,1385,1035,7731,1879,1707,3586,4145
"42101010200","Census Tract 102, Philadelphia County, Pennsylvania","Census Tract 102, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008600",,,,,"42","101",,,,"010200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010200",,,"360618","0",3311,3311,23779.87,0.139235394140822,3311,1625,1686,3311,266,151,375,181,259,319,549,319,419,279,114,80,3311,0,3262,0,0,0,25,24,1294,731,195,536,165,371,563,270,293,18989,1514,1294,550,744,3311,1337,848,2185,1126
"42101010300","Census Tract 103, Philadelphia County, Pennsylvania","Census Tract 103, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008601",,,,,"42","101",,,,"010300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010300",,,"281357","0",2764,2764,25443.57,0.108632549648879,2764,955,1809,2764,526,220,178,175,283,238,385,195,235,149,143,37,2764,0,2524,0,39,0,148,53,911,525,62,463,26,437,386,206,180,22284,1228,911,331,580,2764,1108,403,1511,1253
"42101010400","Census Tract 104, Philadelphia County, Pennsylvania","Census Tract 104, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008602",,,,,"42","101",,,,"010400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010400",,,"472051","0",4232,4232,23219.59,0.182259917806569,4232,1644,2588,4232,405,270,366,158,384,465,409,509,673,291,200,102,4232,129,3985,0,0,0,32,86,1403,751,94,657,54,603,652,294,358,18575,1609,1403,706,697,4222,1930,1317,3247,975
"42101010500","Census Tract 105, Philadelphia County, Pennsylvania","Census Tract 105, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008603",,,,,"42","101",,,,"010500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010500",,,"657766","0",4546,4546,17900.11,0.25396488323498,4546,2074,2472,4546,262,380,414,326,545,347,384,367,435,509,331,246,4546,183,4195,28,7,0,47,86,1463,791,203,588,124,464,672,223,449,20554,1683,1463,420,1043,3820,1715,904,2619,1201
"42101010600","Census Tract 106, Philadelphia County, Pennsylvania","Census Tract 106, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008604",,,,,"42","101",,,,"010600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010600",,,"265466","0",1732,1732,16898.05,0.1024969999861,1732,797,935,1732,203,92,158,71,49,225,161,277,258,167,44,27,1732,122,1414,0,152,0,0,44,633,296,75,221,19,202,337,177,160,15781,860,633,206,427,1704,762,548,1310,394
"42101010700","Census Tract 107, Philadelphia County, Pennsylvania","Census Tract 107, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008605",,,,,"42","101",,,,"010700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010700",,,"460475","0",3527,3527,19837.97,0.177790399028876,3527,1563,1964,3527,397,290,296,147,399,543,509,293,435,162,56,0,3527,128,3378,0,12,0,0,9,1274,662,70,592,106,486,612,270,342,19583,1777,1274,357,917,3416,1403,1005,2408,1008
"42101010800","Census Tract 108, Philadelphia County, Pennsylvania","Census Tract 108, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008606",,,,,"42","101",,,,"010800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010800",,,"585732","0",4208,4208,18606.92,0.226152399161695,4208,2029,2179,4208,392,368,315,112,422,784,455,698,286,206,109,61,4208,292,3704,62,24,0,36,90,1513,813,212,601,106,495,700,370,330,22701,2040,1513,639,874,4208,1812,1094,2906,1302
"42101010900","Census Tract 109, Philadelphia County, Pennsylvania","Census Tract 109, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008607",,,,,"42","101",,,,"010900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010900",,,"248168","0",2836,2836,29597.72,0.09581820456311,2836,1363,1473,2836,248,264,288,57,724,369,179,217,208,153,110,19,2836,478,2169,7,94,0,4,84,929,451,123,328,45,283,478,204,274,23567,1146,929,255,674,2836,1573,562,2135,701
"42101011000","Census Tract 110, Philadelphia County, Pennsylvania","Census Tract 110, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008608",,,,,"42","101",,,,"011000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101011000",,,"472868","0",3888,3888,21295.32,0.182575363283536,3888,1886,2002,3888,390,249,332,236,288,518,476,507,488,262,82,60,3888,155,3503,10,66,18,42,94,1444,644,193,451,85,366,800,475,325,18951,2078,1444,497,947,3888,1873,864,2737,1151
"42101011100","Census Tract 111, Philadelphia County, Pennsylvania","Census Tract 111, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008609",,,,,"42","101",,,,"011100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101011100",,,"1301411","0",3139,3139,6247.044,0.502477617656916,3139,1214,1925,3139,330,172,217,75,248,620,225,412,420,233,123,64,3139,144,2963,0,13,0,0,19,1274,584,190,394,39,355,690,331,359,23548,1764,1274,692,582,3107,1220,577,1797,1310
"42101011200","Census Tract 112, Philadelphia County, Pennsylvania","Census Tract 112, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008610",,,,,"42","101",,,,"011200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101011200",,,"503162","0",5959,5959,30673.5,0.194271942572707,5959,2688,3271,5959,295,723,611,298,586,789,608,668,734,332,237,78,5959,133,5723,0,0,0,62,41,2085,1147,354,793,83,710,938,369,569,27092,2594,2085,1251,834,5749,2163,1068,3231,2518
"42101011300","Census Tract 113, Philadelphia County, Pennsylvania","Census Tract 113, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008611",,,,,"42","101",,,,"011300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101011300",,,"334899","0",3311,3311,25606.08,0.129305232302235,3311,1641,1670,3311,372,302,308,10,129,763,211,350,514,181,127,44,3311,0,3306,0,0,0,0,5,1152,722,184,538,161,377,430,157,273,36203,1395,1152,716,436,3311,957,760,1717,1594
"42101011400","Census Tract 114, Philadelphia County, Pennsylvania","Census Tract 114, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008612",,,,,"42","101",,,,"011400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101011400",,,"972947","0",7292,7292,19411.33,0.375656952850747,7292,3114,4178,7292,399,310,490,316,673,1134,524,1204,1047,534,449,212,7292,48,7094,0,0,32,97,21,2867,1529,547,982,265,717,1338,562,776,46954,3162,2867,1810,1057,7292,1268,1782,3050,4242
"42101011500","Census Tract 115, Philadelphia County, Pennsylvania","Census Tract 115, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008613",,,,,"42","101",,,,"011500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101011500",,,"370456","0",4686,4686,32761.47,0.143033867338382,4686,2064,2622,4686,276,337,421,180,434,627,435,760,751,263,163,39,4686,189,4403,24,0,0,28,42,1675,1067,503,564,73,491,608,268,340,51155,1810,1675,1247,428,4686,739,912,1651,3035
"42101011700","Census Tract 117, Philadelphia County, Pennsylvania","Census Tract 117, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008614",,,,,"42","101",,,,"011700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101011700",,,"654019","0",1998,1998,7912.302,0.25251815838529,1998,902,1096,1998,15,0,40,27,1285,90,77,82,190,101,78,13,1998,988,735,0,225,0,19,31,329,195,132,63,9,54,134,63,71,57813,370,329,272,57,1031,370,78,448,583
"42101011800","Census Tract 118, Philadelphia County, Pennsylvania","Census Tract 118, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008615",,,,,"42","101",,,,"011800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101011800",,,"915129","0",6156,6156,17422.64,0.35333329729713,6156,2675,3481,6156,285,299,202,161,510,1214,496,867,879,538,551,154,6156,107,5829,0,64,0,102,54,2286,1464,475,989,284,705,822,291,531,38254,2465,2286,1671,615,6137,1515,1184,2699,3438
"42101011900","Census Tract 119, Philadelphia County, Pennsylvania","Census Tract 119, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008616",,,,,"42","101",,,,"011900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101011900",,,"691111","0",4661,4661,17467.43,0.266839460260048,4661,2182,2479,4661,474,234,151,122,413,725,342,590,740,448,257,165,4661,57,4422,0,0,0,114,68,2110,912,256,656,138,518,1198,527,671,28036,2568,2110,1168,942,4649,1409,938,2347,2302
"42101012000","Census Tract 120, Philadelphia County, Pennsylvania","Census Tract 120, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008617",,,,,"42","101",,,,"012000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101012000",,,"600681","0",1871,1871,8067.29,0.231924240575632,1871,882,989,1871,72,58,110,24,524,240,199,176,259,86,96,27,1871,629,1046,0,138,0,7,51,664,319,170,149,54,95,345,161,184,55139,761,664,314,350,1421,187,203,390,1031
"42101012100","Census Tract 121, Philadelphia County, Pennsylvania","Census Tract 121, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008618",,,,,"42","101",,,,"012100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101012100",,,"876796","5378",3217,3217,9502.771,0.338532842623209,3217,1021,2196,3217,348,58,128,58,207,568,398,191,456,303,176,326,3217,732,2208,0,203,0,17,57,1373,540,180,360,70,290,833,298,535,37601,1481,1373,460,913,2815,850,438,1288,1527
"42101012201","Census Tract 122.01, Philadelphia County, Pennsylvania","Census Tract 122.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008619",,,,,"42","101",,,,"012201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101012201",,,"380689","2325",3114,3114,21185.86,0.146984850895062,3114,1409,1705,3114,93,11,225,61,210,805,320,365,292,352,188,192,3114,909,1426,182,531,0,54,12,2007,568,310,258,66,192,1439,537,902,26250,2312,2007,14,1993,3114,995,446,1441,1673
"42101012203","Census Tract 122.03, Philadelphia County, Pennsylvania","Census Tract 122.03, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008620",,,,,"42","101",,,,"012203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101012203",,,"226108","0",469,469,5372.231,0.0873007905828135,469,212,257,469,16,0,61,0,139,140,9,23,42,25,14,0,469,218,32,81,107,0,0,31,242,71,15,56,18,38,171,57,114,33250,705,242,0,242,469,118,49,167,302
"42101012204","Census Tract 122.04, Philadelphia County, Pennsylvania","Census Tract 122.04, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008621",,,,,"42","101",,,,"012204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101012204",,,"849290","56473",3973,3973,12116.03,0.327912716197913,3973,1672,2301,3973,210,179,127,65,187,703,363,554,550,345,397,293,3973,669,3040,18,160,0,60,26,1889,762,477,285,17,268,1127,330,797,55434,2075,1889,1101,788,3620,711,362,1073,2547
"42101012500","Census Tract 125, Philadelphia County, Pennsylvania","Census Tract 125, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008622",,,,,"42","101",,,,"012500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101012500",,,"864810","49075",5287,5287,15833.84,0.33390502195377,5287,2628,2659,5287,166,11,13,76,658,2209,359,363,479,396,321,236,5287,3935,527,48,724,0,8,45,2923,750,626,124,61,63,2173,894,1279,72804,3278,2923,467,2456,4936,674,347,1021,3915
"42101013100","Census Tract 131, Philadelphia County, Pennsylvania","Census Tract 131, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008623",,,,,"42","101",,,,"013100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013100",,,"322157","0",1664,1664,13377.76,0.124385518388502,1664,836,828,1664,48,81,155,109,225,314,126,289,115,126,47,29,1664,427,1062,0,76,0,0,99,679,322,124,198,41,157,357,189,168,38508,824,679,214,465,1664,515,275,790,874
"42101013200","Census Tract 132, Philadelphia County, Pennsylvania","Census Tract 132, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008624",,,,,"42","101",,,,"013200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013200",,,"426671","0",2609,2609,15837.21,0.164738601105488,2609,1076,1533,2609,191,145,129,141,244,383,228,154,240,421,256,77,2609,572,1728,41,121,0,30,117,1000,423,141,282,12,270,577,149,428,19569,1174,1000,152,848,2420,818,810,1628,792
"42101013300","Census Tract 133, Philadelphia County, Pennsylvania","Census Tract 133, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008625",,,,,"42","101",,,,"013300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013300",,,"357932","0",3354,3354,24269.47,0.138198323698797,3354,1664,1690,3354,276,166,63,77,478,1168,446,220,299,135,26,0,3354,1442,1299,0,289,0,218,106,1404,420,165,255,39,216,984,449,535,56894,1756,1404,284,1120,3335,1093,639,1732,1603
"42101013401","Census Tract 134.01, Philadelphia County, Pennsylvania","Census Tract 134.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008626",,,,,"42","101",,,,"013401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013401",,,"164058","0",2276,2276,35931.27,0.0633431506246361,2276,904,1372,2276,140,22,0,0,45,582,223,212,264,330,209,249,2276,2088,59,0,72,0,34,23,1387,538,498,40,23,17,849,230,619,86563,1516,1387,850,537,2276,163,182,345,1931
"42101013402","Census Tract 134.02, Philadelphia County, Pennsylvania","Census Tract 134.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008627",,,,,"42","101",,,,"013402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013402",,,"238612","0",2913,2913,31618.84,0.0921286121788981,2913,1321,1592,2913,110,73,28,32,201,1370,421,215,204,177,81,1,2913,2490,197,9,92,0,22,103,1510,426,382,44,7,37,1084,506,578,90956,1615,1510,465,1045,2903,206,241,447,2456
"42101013500","Census Tract 135, Philadelphia County, Pennsylvania","Census Tract 135, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008628",,,,,"42","101",,,,"013500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013500",,,"404891","0",3894,3894,24908.96,0.156329295734189,3894,2034,1860,3894,322,169,26,87,276,1243,591,492,248,297,114,29,3894,2277,1027,0,164,0,373,53,1510,724,466,258,65,193,786,479,307,63311,1664,1510,777,733,3894,606,542,1148,2746
"42101013601","Census Tract 136.01, Philadelphia County, Pennsylvania","Census Tract 136.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008629",,,,,"42","101",,,,"013601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013601",,,"167625","0",2654,2654,41007.18,0.0647203770828282,2654,1247,1407,2654,159,22,74,59,131,740,526,333,281,265,55,9,2654,2152,137,0,280,0,11,74,1388,611,552,59,47,12,777,301,476,108796,1489,1388,924,464,2654,56,163,219,2435
"42101013602","Census Tract 136.02, Philadelphia County, Pennsylvania","Census Tract 136.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008630",,,,,"42","101",,,,"013602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013602",,,"234732","0",3593,3593,39644.48,0.0906305357399339,3593,1675,1918,3593,277,113,69,104,170,1103,639,398,374,241,81,24,3593,2819,379,11,217,0,10,157,1751,771,601,170,40,130,980,468,512,81250,1897,1751,970,781,3593,333,524,857,2736
"42101013700","Census Tract 137, Philadelphia County, Pennsylvania","Census Tract 137, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008631",,,,,"42","101",,,,"013700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013700",,,"589738","0",4655,4655,20443.64,0.227699124474708,4655,2217,2438,4655,323,253,180,249,368,999,773,541,466,301,141,61,4655,1048,3405,0,55,76,20,51,2063,1009,445,564,86,478,1054,496,558,36077,2780,2063,934,1129,4655,1466,996,2462,2193
"42101013800","Census Tract 138, Philadelphia County, Pennsylvania","Census Tract 138, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008632",,,,,"42","101",,,,"013800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013800",,,"341256","0",1840,1840,13964.82,0.131759683828651,1840,882,958,1840,36,105,144,76,131,443,168,268,258,121,68,22,1840,297,1389,5,0,25,59,65,830,306,74,232,54,178,524,222,302,27065,1110,830,374,456,1810,599,522,1121,689
"42101013900","Census Tract 139, Philadelphia County, Pennsylvania","Census Tract 139, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008633",,,,,"42","101",,,,"013900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013900",,,"562934","0",2603,2603,11976.07,0.217350041776255,2603,1201,1402,2603,100,139,219,23,196,605,283,213,376,281,109,59,2603,588,1840,11,7,0,98,59,1139,330,57,273,23,250,809,368,441,15028,1316,1139,184,955,2149,897,421,1318,831
"42101014000","Census Tract 140, Philadelphia County, Pennsylvania","Census Tract 140, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008634",,,,,"42","101",,,,"014000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101014000",,,"439802","0",3354,3354,19751.66,0.169808508765292,3354,1605,1749,3354,230,171,147,102,729,646,372,333,298,186,124,16,3354,775,2056,0,259,0,194,70,1279,479,120,359,121,238,800,286,514,34306,1630,1279,341,938,3354,1393,548,1941,1413
